Order_ID,Vendor_ID,Product_Category,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Status,Quantity,Price_Per_Unit,Region,Revenue,Month_Name,Lead_Time,Delivery_Delay,Non_Delivered,Late,On_Time,Early,Delivered_Qty,,,
ORD-0404,VND-004,Electronics,29/01/2025,06/02/2025,04/02/2025,Delivered,7,7200,South,50400,January,6,-2,0,0,0,1,7,,,
ORD-0405,VND-008,Office Supplies,29/01/2025,02/02/2025,03/02/2025,Delivered,33,500,International,16500,January,5,1,0,1,0,0,33,,,
ORD-0406,VND-008,Electronics,29/01/2025,06/02/2025,09/02/2025,Delivered,2,3100,West,6200,January,11,3,0,1,0,0,2,,,
ORD-0407,VND-007,Office Supplies,29/01/2025,04/02/2025,03/02/2025,Delivered,76,25,West,1900,January,5,-1,0,0,0,1,76,,,
ORD-0408,VND-003,Office Supplies,30/01/2025,08/02/2025,10/02/2025,Delivered,68,18,South,1224,January,11,2,0,1,0,0,68,,,
ORD-0409,VND-001,Electronics,30/01/2025,05/02/2025,08/02/2025,Delivered,3,3100,South,9300,January,9,3,0,1,0,0,3,,,
ORD-0410,VND-001,Apparel,30/01/2025,06/02/2025,,In Transit,32,220,South,7040,January,,,1,0,0,0,0,,,
ORD-0411,VND-012,Apparel,30/01/2025,07/02/2025,,Cancelled,46,140,International,6440,January,,,1,0,0,0,0,,,
ORD-0412,VND-011,Furniture,30/01/2025,07/02/2025,07/02/2025,Delivered,2,3800,West,7600,January,8,0,0,0,1,0,2,,,
ORD-0413,VND-003,Office Supplies,30/01/2025,05/02/2025,03/02/2025,Delivered,37,18,South,666,January,4,-2,0,0,0,1,37,,,
ORD-0414,VND-006,Furniture,30/01/2025,03/02/2025,05/02/2025,Delivered,1,16500,North,16500,January,6,2,0,1,0,0,1,,,
ORD-0415,VND-007,Furniture,30/01/2025,04/02/2025,05/02/2025,Delivered,3,8000,West,24000,January,6,1,0,1,0,0,3,,,
ORD-0416,VND-006,Electronics,30/01/2025,05/02/2025,03/02/2025,Delivered,9,1800,International,16200,January,4,-2,0,0,0,1,9,,,
ORD-0417,VND-014,Electronics,30/01/2025,06/02/2025,09/02/2025,Delivered,10,13500,North,135000,January,10,3,0,1,0,0,10,,,
ORD-0418,VND-014,Electronics,30/01/2025,08/02/2025,,Cancelled,9,1100,East,9900,January,,,1,0,0,0,0,,,
ORD-0419,VND-006,Office Supplies,30/01/2025,07/02/2025,07/02/2025,Delivered,109,50,West,5450,January,8,0,0,0,1,0,109,,,
ORD-0420,VND-006,Electronics,30/01/2025,08/02/2025,,Cancelled,5,29000,East,145000,January,,,1,0,0,0,0,,,
ORD-0421,VND-013,Electronics,30/01/2025,05/02/2025,,In Transit,10,1200,South,12000,January,,,1,0,0,0,0,,,
ORD-0422,VND-003,Office Supplies,30/01/2025,03/02/2025,06/02/2025,Delivered,108,12,International,1296,January,7,3,0,1,0,0,108,,,
ORD-0423,VND-006,Office Supplies,30/01/2025,04/02/2025,07/02/2025,Delivered,32,80,South,2560,January,8,3,0,1,0,0,32,,,
ORD-0424,VND-008,Apparel,31/01/2025,06/02/2025,05/02/2025,Delivered,33,220,International,7260,January,5,-1,0,0,0,1,33,,,
ORD-0425,VND-011,Electronics,31/01/2025,07/02/2025,10/02/2025,Delivered,9,3100,Central,27900,January,10,3,0,1,0,0,9,,,
ORD-0426,VND-011,Electronics,31/01/2025,06/02/2025,09/02/2025,Delivered,9,1800,South,16200,January,9,3,0,1,0,0,9,,,
ORD-0427,VND-002,Electronics,31/01/2025,09/02/2025,09/02/2025,Delivered,4,3100,East,12400,January,9,0,0,0,1,0,4,,,
ORD-0428,VND-005,Apparel,31/01/2025,05/02/2025,,Cancelled,24,45,International,1080,January,,,1,0,0,0,0,,,
ORD-0429,VND-014,Electronics,31/01/2025,04/02/2025,07/02/2025,Delivered,7,3000,South,21000,January,7,3,0,1,0,0,7,,,
ORD-0430,VND-001,Apparel,31/01/2025,08/02/2025,,In Transit,51,180,West,9180,January,,,1,0,0,0,0,,,
ORD-0431,VND-012,Furniture,31/01/2025,07/02/2025,,In Transit,1,8000,International,8000,January,,,1,0,0,0,0,,,
ORD-0432,VND-015,Apparel,31/01/2025,06/02/2025,09/02/2025,Delivered,49,45,International,2205,January,9,3,0,1,0,0,49,,,
ORD-0433,VND-001,Furniture,31/01/2025,04/02/2025,04/02/2025,Delivered,1,12000,South,12000,January,4,0,0,0,1,0,1,,,
ORD-0434,VND-005,Electronics,31/01/2025,09/02/2025,10/02/2025,Delivered,6,3000,Central,18000,January,10,1,0,1,0,0,6,,,
ORD-0435,VND-012,Furniture,31/01/2025,08/02/2025,08/02/2025,Delivered,2,8000,South,16000,January,8,0,0,0,1,0,2,,,
ORD-0436,VND-013,Apparel,31/01/2025,09/02/2025,,In Transit,29,45,East,1305,January,,,1,0,0,0,0,,,
ORD-0437,VND-003,Office Supplies,31/01/2025,05/02/2025,03/02/2025,Delivered,63,15,East,945,January,3,-2,0,0,0,1,63,,,
ORD-0438,VND-004,Furniture,01/02/2025,09/02/2025,09/02/2025,Delivered,3,9500,International,28500,February,8,0,0,0,1,0,3,,,
ORD-0439,VND-003,Furniture,01/02/2025,10/02/2025,12/02/2025,Delivered,2,4500,International,9000,February,11,2,0,1,0,0,2,,,
ORD-0440,VND-001,Electronics,01/02/2025,06/02/2025,06/02/2025,Delivered,3,2400,South,7200,February,5,0,0,0,1,0,3,,,
ORD-0441,VND-001,Apparel,01/02/2025,09/02/2025,09/02/2025,Delivered,11,180,East,1980,February,8,0,0,0,1,0,11,,,
ORD-0442,VND-012,Furniture,01/02/2025,07/02/2025,,In Transit,1,18000,East,18000,February,,,1,0,0,0,0,,,
ORD-0443,VND-012,Furniture,01/02/2025,09/02/2025,09/02/2025,Delivered,2,14000,Central,28000,February,8,0,0,0,1,0,2,,,
ORD-0444,VND-014,Furniture,01/02/2025,06/02/2025,08/02/2025,Delivered,3,15000,West,45000,February,7,2,0,1,0,0,3,,,
ORD-0445,VND-013,Furniture,01/02/2025,10/02/2025,12/02/2025,Delivered,3,3800,Central,11400,February,11,2,0,1,0,0,3,,,
ORD-0446,VND-014,Office Supplies,01/02/2025,06/02/2025,05/02/2025,Delivered,61,45,North,2745,February,4,-1,0,0,0,1,61,,,
ORD-0447,VND-005,Apparel,01/02/2025,06/02/2025,09/02/2025,Delivered,48,60,Central,2880,February,8,3,0,1,0,0,48,,,
ORD-0448,VND-006,Electronics,01/02/2025,10/02/2025,,Cancelled,5,7200,South,36000,February,,,1,0,0,0,0,,,
ORD-0449,VND-003,Electronics,01/02/2025,07/02/2025,07/02/2025,Delivered,2,1100,West,2200,February,6,0,0,0,1,0,2,,,
ORD-0450,VND-012,Office Supplies,01/02/2025,08/02/2025,08/02/2025,Delivered,59,22,South,1298,February,7,0,0,0,1,0,59,,,
ORD-0451,VND-009,Apparel,01/02/2025,06/02/2025,07/02/2025,Delivered,13,75,North,975,February,6,1,0,1,0,0,13,,,
ORD-0452,VND-005,Furniture,01/02/2025,06/02/2025,04/02/2025,Delivered,3,4500,West,13500,February,3,-2,0,0,0,1,3,,,
ORD-0453,VND-008,Office Supplies,01/02/2025,10/02/2025,12/02/2025,Delivered,91,500,International,45500,February,11,2,0,1,0,0,91,,,
ORD-0454,VND-013,Apparel,01/02/2025,05/02/2025,08/02/2025,Delivered,44,45,East,1980,February,7,3,0,1,0,0,44,,,
ORD-0455,VND-001,Furniture,01/02/2025,10/02/2025,09/02/2025,Delivered,3,6500,Central,19500,February,8,-1,0,0,0,1,3,,,
ORD-0456,VND-014,Office Supplies,02/02/2025,08/02/2025,,In Transit,101,80,South,8080,February,,,1,0,0,0,0,,,
ORD-0457,VND-005,Apparel,02/02/2025,10/02/2025,10/02/2025,Delivered,46,320,North,14720,February,8,0,0,0,1,0,46,,,
ORD-0458,VND-015,Electronics,02/02/2025,08/02/2025,10/02/2025,Delivered,6,2400,East,14400,February,8,2,0,1,0,0,6,,,
ORD-0459,VND-003,Electronics,02/02/2025,10/02/2025,08/02/2025,Delivered,1,1100,Central,1100,February,6,-2,0,0,0,1,1,,,
ORD-0460,VND-012,Apparel,02/02/2025,07/02/2025,07/02/2025,Delivered,9,320,East,2880,February,5,0,0,0,1,0,9,,,
ORD-0461,VND-001,Electronics,02/02/2025,07/02/2025,,In Transit,8,1100,Central,8800,February,,,1,0,0,0,0,,,
ORD-0462,VND-004,Apparel,02/02/2025,07/02/2025,,Cancelled,54,140,International,7560,February,,,1,0,0,0,0,,,
ORD-0463,VND-015,Furniture,02/02/2025,09/02/2025,07/02/2025,Delivered,2,6500,West,13000,February,5,-2,0,0,0,1,2,,,
ORD-0464,VND-013,Apparel,02/02/2025,08/02/2025,,In Transit,15,320,East,4800,February,,,1,0,0,0,0,,,
ORD-0465,VND-005,Furniture,02/02/2025,11/02/2025,,In Transit,1,14000,East,14000,February,,,1,0,0,0,0,,,
ORD-0466,VND-007,Office Supplies,02/02/2025,10/02/2025,,Cancelled,72,50,East,3600,February,,,1,0,0,0,0,,,
ORD-0467,VND-001,Apparel,02/02/2025,10/02/2025,09/02/2025,Delivered,32,60,West,1920,February,7,-1,0,0,0,1,32,,,
ORD-0468,VND-003,Office Supplies,03/02/2025,07/02/2025,05/02/2025,Delivered,85,350,North,29750,February,2,-2,0,0,0,1,85,,,
ORD-0469,VND-002,Electronics,03/02/2025,09/02/2025,09/02/2025,Delivered,2,2400,Central,4800,February,6,0,0,0,1,0,2,,,
ORD-0470,VND-009,Furniture,03/02/2025,08/02/2025,,In Transit,2,6500,International,13000,February,,,1,0,0,0,0,,,
ORD-0471,VND-010,Apparel,03/02/2025,08/02/2025,07/02/2025,Delivered,8,130,East,1040,February,4,-1,0,0,0,1,8,,,
ORD-0472,VND-015,Office Supplies,03/02/2025,10/02/2025,08/02/2025,Delivered,94,25,West,2350,February,5,-2,0,0,0,1,94,,,
ORD-0473,VND-006,Furniture,03/02/2025,08/02/2025,06/02/2025,Delivered,2,6500,North,13000,February,3,-2,0,0,0,1,2,,,
ORD-0474,VND-010,Furniture,03/02/2025,12/02/2025,14/02/2025,Delivered,2,18000,Central,36000,February,11,2,0,1,0,0,2,,,
ORD-0475,VND-003,Electronics,03/02/2025,11/02/2025,09/02/2025,Delivered,3,3000,West,9000,February,6,-2,0,0,0,1,3,,,
ORD-0476,VND-008,Electronics,03/02/2025,12/02/2025,,In Transit,5,2400,International,12000,February,,,1,0,0,0,0,,,
ORD-0477,VND-014,Furniture,03/02/2025,11/02/2025,13/02/2025,Delivered,2,9500,International,19000,February,10,2,0,1,0,0,2,,,
ORD-0478,VND-008,Furniture,03/02/2025,11/02/2025,,In Transit,1,9500,Central,9500,February,,,1,0,0,0,0,,,
ORD-0479,VND-002,Apparel,03/02/2025,09/02/2025,12/02/2025,Delivered,23,130,East,2990,February,9,3,0,1,0,0,23,,,
ORD-0480,VND-015,Furniture,04/02/2025,10/02/2025,08/02/2025,Delivered,2,18000,International,36000,February,4,-2,0,0,0,1,2,,,
ORD-0481,VND-006,Apparel,04/02/2025,08/02/2025,09/02/2025,Delivered,42,60,North,2520,February,5,1,0,1,0,0,42,,,
ORD-0482,VND-007,Furniture,04/02/2025,10/02/2025,08/02/2025,Delivered,1,18000,West,18000,February,4,-2,0,0,0,1,1,,,
ORD-0483,VND-002,Electronics,04/02/2025,10/02/2025,11/02/2025,Delivered,3,3000,North,9000,February,7,1,0,1,0,0,3,,,
ORD-0484,VND-015,Apparel,04/02/2025,08/02/2025,06/02/2025,Delivered,51,90,East,4590,February,2,-2,0,0,0,1,51,,,
ORD-0485,VND-011,Office Supplies,04/02/2025,08/02/2025,06/02/2025,Delivered,30,22,North,660,February,2,-2,0,0,0,1,30,,,
ORD-0486,VND-010,Electronics,04/02/2025,09/02/2025,12/02/2025,Delivered,8,5000,North,40000,February,8,3,0,1,0,0,8,,,
ORD-0487,VND-002,Apparel,04/02/2025,13/02/2025,13/02/2025,Delivered,30,195,South,5850,February,9,0,0,0,1,0,30,,,
ORD-0488,VND-010,Apparel,04/02/2025,10/02/2025,10/02/2025,Delivered,21,110,North,2310,February,6,0,0,0,1,0,21,,,
ORD-0489,VND-001,Office Supplies,04/02/2025,11/02/2025,10/02/2025,Delivered,11,30,Central,330,February,6,-1,0,0,0,1,11,,,
ORD-0490,VND-008,Apparel,04/02/2025,10/02/2025,10/02/2025,Delivered,21,130,West,2730,February,6,0,0,0,1,0,21,,,
ORD-0491,VND-001,Furniture,04/02/2025,08/02/2025,06/02/2025,Delivered,1,3800,South,3800,February,2,-2,0,0,0,1,1,,,
ORD-0492,VND-009,Office Supplies,04/02/2025,08/02/2025,08/02/2025,Delivered,79,15,West,1185,February,4,0,0,0,1,0,79,,,
ORD-0493,VND-011,Electronics,04/02/2025,08/02/2025,08/02/2025,Delivered,10,3100,West,31000,February,4,0,0,0,1,0,10,,,
ORD-0494,VND-006,Electronics,04/02/2025,11/02/2025,12/02/2025,Delivered,6,3100,East,18600,February,8,1,0,1,0,0,6,,,
ORD-0495,VND-007,Furniture,04/02/2025,12/02/2025,11/02/2025,Delivered,3,9500,East,28500,February,7,-1,0,0,0,1,3,,,
ORD-0496,VND-013,Electronics,04/02/2025,08/02/2025,11/02/2025,Delivered,4,1200,South,4800,February,7,3,0,1,0,0,4,,,
ORD-0497,VND-010,Apparel,04/02/2025,08/02/2025,07/02/2025,Delivered,10,220,International,2200,February,3,-1,0,0,0,1,10,,,
ORD-0498,VND-007,Apparel,04/02/2025,09/02/2025,11/02/2025,Delivered,41,250,East,10250,February,7,2,0,1,0,0,41,,,
ORD-0499,VND-010,Furniture,04/02/2025,09/02/2025,09/02/2025,Delivered,1,18000,East,18000,February,5,0,0,0,1,0,1,,,
ORD-0500,VND-003,Electronics,05/02/2025,09/02/2025,08/02/2025,Delivered,6,1800,East,10800,February,3,-1,0,0,0,1,6,,,
ORD-0501,VND-002,Electronics,05/02/2025,11/02/2025,10/02/2025,Delivered,5,13500,West,67500,February,5,-1,0,0,0,1,5,,,
ORD-0502,VND-009,Furniture,05/02/2025,14/02/2025,14/02/2025,Delivered,1,14000,South,14000,February,9,0,0,0,1,0,1,,,
ORD-0503,VND-008,Office Supplies,05/02/2025,12/02/2025,12/02/2025,Delivered,38,18,West,684,February,7,0,0,0,1,0,38,,,
ORD-0504,VND-013,Electronics,05/02/2025,13/02/2025,13/02/2025,Delivered,9,1800,Central,16200,February,8,0,0,0,1,0,9,,,
ORD-0505,VND-012,Office Supplies,05/02/2025,10/02/2025,11/02/2025,Delivered,31,80,West,2480,February,6,1,0,1,0,0,31,,,
ORD-0506,VND-010,Electronics,05/02/2025,12/02/2025,,Cancelled,9,5000,Central,45000,February,,,1,0,0,0,0,,,
ORD-0507,VND-007,Electronics,05/02/2025,11/02/2025,,In Transit,4,13500,North,54000,February,,,1,0,0,0,0,,,
ORD-0508,VND-009,Electronics,05/02/2025,10/02/2025,11/02/2025,Delivered,9,1800,North,16200,February,6,1,0,1,0,0,9,,,
ORD-0509,VND-004,Electronics,05/02/2025,14/02/2025,14/02/2025,Delivered,3,1200,Central,3600,February,9,0,0,0,1,0,3,,,
ORD-0510,VND-013,Apparel,05/02/2025,11/02/2025,11/02/2025,Delivered,46,75,Central,3450,February,6,0,0,0,1,0,46,,,
ORD-0511,VND-004,Office Supplies,05/02/2025,12/02/2025,10/02/2025,Delivered,70,22,West,1540,February,5,-2,0,0,0,1,70,,,
ORD-0512,VND-001,Office Supplies,05/02/2025,10/02/2025,12/02/2025,Delivered,63,25,Central,1575,February,7,2,0,1,0,0,63,,,
ORD-0513,VND-008,Electronics,05/02/2025,13/02/2025,12/02/2025,Delivered,2,1800,South,3600,February,7,-1,0,0,0,1,2,,,
ORD-0514,VND-014,Electronics,05/02/2025,09/02/2025,08/02/2025,Delivered,1,1200,North,1200,February,3,-1,0,0,0,1,1,,,
ORD-0515,VND-014,Office Supplies,05/02/2025,11/02/2025,14/02/2025,Delivered,88,15,North,1320,February,9,3,0,1,0,0,88,,,
ORD-0516,VND-012,Apparel,05/02/2025,10/02/2025,,Cancelled,5,250,International,1250,February,,,1,0,0,0,0,,,
ORD-0517,VND-003,Furniture,05/02/2025,10/02/2025,13/02/2025,Delivered,1,16500,Central,16500,February,8,3,0,1,0,0,1,,,
ORD-0518,VND-007,Furniture,05/02/2025,12/02/2025,,Cancelled,1,14000,East,14000,February,,,1,0,0,0,0,,,
ORD-0519,VND-015,Office Supplies,05/02/2025,13/02/2025,,Cancelled,76,45,East,3420,February,,,1,0,0,0,0,,,
ORD-0520,VND-012,Electronics,06/02/2025,14/02/2025,14/02/2025,Delivered,7,45000,Central,315000,February,8,0,0,0,1,0,7,,,
ORD-0521,VND-002,Electronics,06/02/2025,15/02/2025,15/02/2025,Delivered,4,5000,South,20000,February,9,0,0,0,1,0,4,,,
ORD-0522,VND-002,Apparel,06/02/2025,13/02/2025,13/02/2025,Delivered,42,75,East,3150,February,7,0,0,0,1,0,42,,,
ORD-0523,VND-007,Furniture,06/02/2025,15/02/2025,18/02/2025,Delivered,1,21000,International,21000,February,12,3,0,1,0,0,1,,,
ORD-0524,VND-015,Apparel,06/02/2025,10/02/2025,11/02/2025,Delivered,30,195,Central,5850,February,5,1,0,1,0,0,30,,,
ORD-0525,VND-006,Furniture,06/02/2025,15/02/2025,18/02/2025,Delivered,2,8000,South,16000,February,12,3,0,1,0,0,2,,,
ORD-0526,VND-003,Office Supplies,06/02/2025,13/02/2025,12/02/2025,Delivered,63,40,South,2520,February,6,-1,0,0,0,1,63,,,
ORD-0527,VND-009,Furniture,06/02/2025,11/02/2025,09/02/2025,Delivered,1,12000,West,12000,February,3,-2,0,0,0,1,1,,,
ORD-0528,VND-010,Apparel,06/02/2025,15/02/2025,16/02/2025,Delivered,8,250,South,2000,February,10,1,0,1,0,0,8,,,
ORD-0529,VND-015,Apparel,06/02/2025,13/02/2025,12/02/2025,Delivered,44,130,East,5720,February,6,-1,0,0,0,1,44,,,
ORD-0530,VND-014,Apparel,06/02/2025,14/02/2025,16/02/2025,Delivered,34,220,East,7480,February,10,2,0,1,0,0,34,,,
ORD-0531,VND-013,Office Supplies,06/02/2025,15/02/2025,14/02/2025,Delivered,101,40,Central,4040,February,8,-1,0,0,0,1,101,,,
ORD-0532,VND-006,Furniture,06/02/2025,15/02/2025,15/02/2025,Delivered,3,7000,Central,21000,February,9,0,0,0,1,0,3,,,
ORD-0533,VND-010,Furniture,06/02/2025,13/02/2025,16/02/2025,Delivered,3,14000,South,42000,February,10,3,0,1,0,0,3,,,
ORD-0534,VND-010,Apparel,06/02/2025,10/02/2025,12/02/2025,Delivered,43,90,International,3870,February,6,2,0,1,0,0,43,,,
ORD-0535,VND-006,Furniture,06/02/2025,15/02/2025,15/02/2025,Delivered,1,7000,North,7000,February,9,0,0,0,1,0,1,,,
ORD-0536,VND-001,Electronics,06/02/2025,13/02/2025,,In Transit,1,29000,West,29000,February,,,1,0,0,0,0,,,
ORD-0537,VND-004,Electronics,06/02/2025,12/02/2025,15/02/2025,Delivered,7,1100,North,7700,February,9,3,0,1,0,0,7,,,
ORD-0538,VND-010,Electronics,06/02/2025,13/02/2025,14/02/2025,Delivered,10,13500,South,135000,February,8,1,0,1,0,0,10,,,
ORD-0539,VND-006,Furniture,06/02/2025,11/02/2025,10/02/2025,Delivered,3,6500,South,19500,February,4,-1,0,0,0,1,3,,,
ORD-0540,VND-015,Office Supplies,06/02/2025,10/02/2025,,In Transit,50,18,North,900,February,,,1,0,0,0,0,,,
ORD-0541,VND-006,Office Supplies,06/02/2025,10/02/2025,10/02/2025,Delivered,83,12,West,996,February,4,0,0,0,1,0,83,,,
ORD-0542,VND-011,Office Supplies,06/02/2025,11/02/2025,12/02/2025,Delivered,107,500,North,53500,February,6,1,0,1,0,0,107,,,
ORD-0543,VND-012,Office Supplies,06/02/2025,11/02/2025,12/02/2025,Delivered,104,500,Central,52000,February,6,1,0,1,0,0,104,,,
ORD-0544,VND-005,Electronics,06/02/2025,11/02/2025,12/02/2025,Delivered,8,1100,East,8800,February,6,1,0,1,0,0,8,,,
ORD-0545,VND-001,Electronics,06/02/2025,12/02/2025,11/02/2025,Delivered,6,5000,International,30000,February,5,-1,0,0,0,1,6,,,
ORD-0546,VND-008,Apparel,06/02/2025,14/02/2025,16/02/2025,Delivered,30,320,Central,9600,February,10,2,0,1,0,0,30,,,
ORD-0547,VND-005,Furniture,06/02/2025,13/02/2025,,Cancelled,2,7000,East,14000,February,,,1,0,0,0,0,,,
ORD-0548,VND-012,Furniture,07/02/2025,13/02/2025,14/02/2025,Delivered,3,6500,International,19500,February,7,1,0,1,0,0,3,,,
ORD-0549,VND-012,Office Supplies,07/02/2025,13/02/2025,11/02/2025,Delivered,20,50,International,1000,February,4,-2,0,0,0,1,20,,,
ORD-0550,VND-012,Electronics,07/02/2025,12/02/2025,12/02/2025,Delivered,7,1200,International,8400,February,5,0,0,0,1,0,7,,,
ORD-0551,VND-005,Office Supplies,07/02/2025,14/02/2025,12/02/2025,Delivered,114,150,South,17100,February,5,-2,0,0,0,1,114,,,
ORD-0552,VND-007,Apparel,07/02/2025,14/02/2025,,In Transit,42,195,International,8190,February,,,1,0,0,0,0,,,
ORD-0553,VND-004,Furniture,07/02/2025,15/02/2025,17/02/2025,Delivered,3,18000,West,54000,February,10,2,0,1,0,0,3,,,
ORD-0554,VND-006,Furniture,07/02/2025,12/02/2025,15/02/2025,Delivered,2,6500,North,13000,February,8,3,0,1,0,0,2,,,
ORD-0555,VND-013,Office Supplies,07/02/2025,12/02/2025,10/02/2025,Delivered,90,22,West,1980,February,3,-2,0,0,0,1,90,,,
ORD-0556,VND-004,Apparel,07/02/2025,15/02/2025,,In Transit,29,250,North,7250,February,,,1,0,0,0,0,,,
ORD-0557,VND-014,Furniture,07/02/2025,13/02/2025,15/02/2025,Delivered,1,14000,Central,14000,February,8,2,0,1,0,0,1,,,
ORD-0558,VND-015,Apparel,07/02/2025,16/02/2025,15/02/2025,Delivered,21,320,Central,6720,February,8,-1,0,0,0,1,21,,,
ORD-0559,VND-003,Apparel,08/02/2025,15/02/2025,13/02/2025,Delivered,53,140,North,7420,February,5,-2,0,0,0,1,53,,,
ORD-0560,VND-007,Office Supplies,08/02/2025,17/02/2025,19/02/2025,Delivered,42,500,West,21000,February,11,2,0,1,0,0,42,,,
ORD-0561,VND-008,Electronics,08/02/2025,14/02/2025,,Cancelled,7,8500,North,59500,February,,,1,0,0,0,0,,,
ORD-0562,VND-004,Office Supplies,08/02/2025,17/02/2025,17/02/2025,Delivered,90,18,International,1620,February,9,0,0,0,1,0,90,,,
ORD-0563,VND-013,Electronics,08/02/2025,14/02/2025,12/02/2025,Delivered,2,13500,South,27000,February,4,-2,0,0,0,1,2,,,
ORD-0564,VND-002,Apparel,08/02/2025,14/02/2025,14/02/2025,Delivered,53,195,Central,10335,February,6,0,0,0,1,0,53,,,
ORD-0565,VND-012,Electronics,08/02/2025,16/02/2025,14/02/2025,Delivered,6,3100,South,18600,February,6,-2,0,0,0,1,6,,,
ORD-0566,VND-010,Apparel,08/02/2025,15/02/2025,16/02/2025,Delivered,31,110,International,3410,February,8,1,0,1,0,0,31,,,
ORD-0567,VND-014,Furniture,08/02/2025,14/02/2025,,Cancelled,1,18000,International,18000,February,,,1,0,0,0,0,,,
ORD-0568,VND-003,Furniture,08/02/2025,17/02/2025,16/02/2025,Delivered,1,4500,Central,4500,February,8,-1,0,0,0,1,1,,,
ORD-0569,VND-001,Furniture,08/02/2025,12/02/2025,,In Transit,2,15000,Central,30000,February,,,1,0,0,0,0,,,
ORD-0570,VND-008,Office Supplies,08/02/2025,13/02/2025,11/02/2025,Delivered,90,80,International,7200,February,3,-2,0,0,0,1,90,,,
ORD-0571,VND-015,Office Supplies,08/02/2025,12/02/2025,14/02/2025,Delivered,43,80,East,3440,February,6,2,0,1,0,0,43,,,
ORD-0572,VND-003,Apparel,09/02/2025,15/02/2025,17/02/2025,Delivered,44,130,South,5720,February,8,2,0,1,0,0,44,,,
ORD-0573,VND-012,Furniture,09/02/2025,18/02/2025,17/02/2025,Delivered,1,12000,South,12000,February,8,-1,0,0,0,1,1,,,
ORD-0574,VND-010,Office Supplies,09/02/2025,14/02/2025,,Cancelled,14,22,East,308,February,,,1,0,0,0,0,,,
ORD-0575,VND-007,Furniture,09/02/2025,16/02/2025,,In Transit,3,21000,West,63000,February,,,1,0,0,0,0,,,
ORD-0576,VND-010,Office Supplies,09/02/2025,18/02/2025,21/02/2025,Delivered,55,30,South,1650,February,12,3,0,1,0,0,55,,,
ORD-0577,VND-005,Electronics,09/02/2025,17/02/2025,19/02/2025,Delivered,9,1800,North,16200,February,10,2,0,1,0,0,9,,,
ORD-0578,VND-010,Electronics,09/02/2025,18/02/2025,20/02/2025,Delivered,8,5000,International,40000,February,11,2,0,1,0,0,8,,,
ORD-0579,VND-005,Furniture,09/02/2025,16/02/2025,,Cancelled,2,6500,International,13000,February,,,1,0,0,0,0,,,
ORD-0580,VND-014,Apparel,09/02/2025,17/02/2025,,In Transit,11,220,East,2420,February,,,1,0,0,0,0,,,
ORD-0581,VND-007,Office Supplies,09/02/2025,17/02/2025,,In Transit,32,150,South,4800,February,,,1,0,0,0,0,,,
ORD-0582,VND-015,Office Supplies,09/02/2025,18/02/2025,21/02/2025,Delivered,106,80,West,8480,February,12,3,0,1,0,0,106,,,
ORD-0583,VND-009,Electronics,09/02/2025,17/02/2025,19/02/2025,Delivered,9,7200,South,64800,February,10,2,0,1,0,0,9,,,
ORD-0584,VND-012,Electronics,10/02/2025,19/02/2025,18/02/2025,Delivered,3,7200,International,21600,February,8,-1,0,0,0,1,3,,,
ORD-0585,VND-005,Apparel,10/02/2025,16/02/2025,15/02/2025,Delivered,16,90,Central,1440,February,5,-1,0,0,0,1,16,,,
ORD-0586,VND-001,Apparel,10/02/2025,18/02/2025,16/02/2025,Delivered,10,320,North,3200,February,6,-2,0,0,0,1,10,,,
ORD-0587,VND-010,Apparel,10/02/2025,14/02/2025,15/02/2025,Delivered,14,60,East,840,February,5,1,0,1,0,0,14,,,
ORD-0588,VND-010,Furniture,10/02/2025,15/02/2025,18/02/2025,Delivered,1,15000,Central,15000,February,8,3,0,1,0,0,1,,,
ORD-0589,VND-001,Electronics,10/02/2025,17/02/2025,,In Transit,7,7200,West,50400,February,,,1,0,0,0,0,,,
ORD-0590,VND-015,Furniture,10/02/2025,17/02/2025,15/02/2025,Delivered,3,18000,Central,54000,February,5,-2,0,0,0,1,3,,,
ORD-0591,VND-002,Electronics,10/02/2025,15/02/2025,15/02/2025,Delivered,10,2400,Central,24000,February,5,0,0,0,1,0,10,,,
ORD-0592,VND-014,Electronics,10/02/2025,19/02/2025,18/02/2025,Delivered,1,1800,West,1800,February,8,-1,0,0,0,1,1,,,
ORD-0593,VND-006,Office Supplies,10/02/2025,17/02/2025,19/02/2025,Delivered,94,95,Central,8930,February,9,2,0,1,0,0,94,,,
ORD-0594,VND-009,Electronics,10/02/2025,17/02/2025,16/02/2025,Delivered,7,29000,East,203000,February,6,-1,0,0,0,1,7,,,
ORD-0595,VND-008,Electronics,10/02/2025,14/02/2025,,In Transit,3,1100,International,3300,February,,,1,0,0,0,0,,,
ORD-0596,VND-013,Furniture,10/02/2025,15/02/2025,,In Transit,2,15000,South,30000,February,,,1,0,0,0,0,,,
ORD-0597,VND-005,Electronics,10/02/2025,16/02/2025,19/02/2025,Delivered,6,45000,Central,270000,February,9,3,0,1,0,0,6,,,
ORD-0598,VND-001,Furniture,11/02/2025,20/02/2025,22/02/2025,Delivered,3,3800,East,11400,February,11,2,0,1,0,0,3,,,
